customerID,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Serviço_Telefonico,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn,Servico_Internet
8681-ICONS,MASCULINO,0,Yes,Yes,29,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.65,654.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1621-YNCJH,FEMININO,0,Yes,No,36,,Fiber optic,Yes,Yes,No,Two year,Credit card (automatic),106.05,3834.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3473-XIIIT,FEMININO,0,Yes,No,16,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,100.0,1534.75,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6362-QHAFM,MASCULINO,0,Yes,No,42,,Fiber optic,No,Yes,Yes,One year,Electronic check,108.3,4586.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7893-IXHRQ,MASCULINO,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.55,20.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3070-BDOQC,FEMININO,0,No,No,60,,Fiber optic,No,No,Yes,Two year,Electronic check,99.65,5941.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2952-QAYZF,MASCULINO,0,No,No,5,,Fiber optic,No,No,No,Month-to-month,Electronic check,85.3,424.15,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6234-PFPXL,MASCULINO,0,Yes,No,22,,Fiber optic,Yes,Yes,Yes,Month-to-month,Credit card (automatic),95.9,2234.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9824-QCJPK,MASCULINO,0,Yes,No,36,,No,No internet service,No internet service,No internet service,One year,Mailed check,20.0,666.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4763-PGDPO,FEMININO,0,No,No,4,,Fiber optic,No,No,No,Month-to-month,Electronic check,70.4,281.0,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4283-IVYCI,MASCULINO,0,No,No,9,,DSL,Yes,Yes,No,Month-to-month,Mailed check,64.95,547.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1866-OBPNR,MASCULINO,0,Yes,Yes,1,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),74.6,74.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8205-MQUGY,MASCULINO,0,Yes,Yes,12,,DSL,Yes,No,No,Month-to-month,Electronic check,49.2,571.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8970-ANWXO,FEMININO,0,No,No,23,,DSL,No,Yes,Yes,One year,Mailed check,73.75,1756.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9480-BQJEI,MASCULINO,0,No,No,62,,Fiber optic,Yes,No,No,One year,Bank transfer (automatic),92.3,5731.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5394-SVGJV,MASCULINO,0,No,No,37,,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),98.8,3475.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6979-TNDEU,FEMININO,0,No,No,8,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.2,156.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9777-WJJPR,MASCULINO,0,Yes,No,31,,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),88.65,2683.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9283-LZQOH,MASCULINO,0,Yes,Yes,13,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),74.4,896.75,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7079-QRCBC,FEMININO,0,No,No,24,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,98.75,2407.3,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9495-SKLKD,MASCULINO,0,Yes,Yes,45,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),95.95,4456.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6048-UWKAL,FEMININO,1,Yes,No,69,,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),105.4,6998.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5067-DGXLL,MASCULINO,0,No,No,2,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.25,36.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5469-CTCWN,MASCULINO,0,Yes,Yes,61,,Fiber optic,Yes,No,Yes,One year,Electronic check,106.0,6547.7,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9851-QXEEQ,MASCULINO,0,No,No,41,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,104.7,4346.4,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6281-FKEWS,FEMININO,0,No,No,44,,DSL,No,No,Yes,One year,Electronic check,49.05,2265.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8898-KASCD,MASCULINO,0,No,No,39,,DSL,No,Yes,No,One year,Mailed check,35.55,1309.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9242-TKFSV,MASCULINO,0,Yes,Yes,72,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),65.1,4754.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9290-SHCMB,FEMININO,1,No,No,13,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,96.85,1235.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0743-HNPFG,FEMININO,0,Yes,Yes,51,,DSL,Yes,Yes,No,One year,Credit card (automatic),69.75,3562.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2277-BKJKN,FEMININO,1,Yes,No,71,,Fiber optic,No,No,Yes,Two year,Electronic check,99.2,7213.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9809-IMGCQ,MASCULINO,1,No,No,22,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,96.7,2082.95,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5208-HFSBT,FEMININO,0,No,No,2,,DSL,No,Yes,No,Month-to-month,Credit card (automatic),55.05,102.75,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5035-PGZXH,FEMININO,0,No,No,56,,Fiber optic,No,No,Yes,One year,Electronic check,106.8,5914.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8695-WDYEA,MASCULINO,0,No,No,1,,DSL,Yes,No,No,Month-to-month,Mailed check,51.25,51.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6543-JXSOO,FEMININO,0,Yes,Yes,23,,DSL,Yes,Yes,No,One year,Mailed check,57.75,1282.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8016-ZMGMO,FEMININO,1,Yes,No,66,,DSL,No,No,Yes,One year,Bank transfer (automatic),70.85,4738.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8605-ITULD,FEMININO,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,19.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3254-YRILK,MASCULINO,1,No,No,19,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,88.2,1775.8,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6416-YJTTB,MASCULINO,0,No,No,11,,Fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),79.5,795.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2667-WYLWJ,FEMININO,0,Yes,Yes,8,,No,No internet service,No internet service,No internet service,One year,Mailed check,19.75,145.0,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4472-VESGY,FEMININO,0,Yes,Yes,52,,Fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),98.15,4993.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3195-TQDZX,MASCULINO,0,No,No,3,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.25,61.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3128-YOVTD,FEMININO,0,Yes,Yes,51,,Fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),79.15,4018.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0529-ONKER,MASCULINO,1,No,No,15,,Fiber optic,No,No,No,Month-to-month,Electronic check,75.65,1146.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1728-CXQBE,MASCULINO,1,Yes,No,64,,Fiber optic,No,No,No,Month-to-month,Electronic check,94.25,6081.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7041-TXQJH,FEMININO,0,No,No,37,,DSL,No,No,No,Month-to-month,Credit card (automatic),40.2,1478.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5014-GSOUQ,MASCULINO,0,No,No,13,,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.95,243.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5724-BIDBU,MASCULINO,0,Yes,No,49,,DSL,Yes,No,No,One year,Electronic check,55.35,2633.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0481-SUMCB,FEMININO,1,No,No,45,,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),102.15,4735.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1769-GRUIK,FEMININO,0,No,No,18,,Fiber optic,No,No,No,Month-to-month,Electronic check,71.1,1247.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5240-IJOQT,MASCULINO,1,No,No,1,,Fiber optic,No,No,No,Month-to-month,Electronic check,74.7,74.7,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8819-WFGGJ,MASCULINO,0,Yes,No,68,,DSL,Yes,No,Yes,Two year,Bank transfer (automatic),54.1,3794.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7427-AUFPY,MASCULINO,0,No,No,54,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.65,1008.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2811-POVEX,FEMININO,1,Yes,Yes,23,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),88.45,2130.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1092-GANHU,MASCULINO,0,No,No,17,,Fiber optic,No,No,No,Month-to-month,Electronic check,76.65,1313.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7898-PDWQE,MASCULINO,0,Yes,No,71,,DSL,Yes,Yes,No,Two year,Credit card (automatic),80.4,5727.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9972-EWRJS,FEMININO,0,Yes,Yes,67,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.25,1372.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9314-IJWSQ,FEMININO,0,Yes,Yes,14,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,84.8,1203.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0661-XEYAN,FEMININO,1,No,No,1,,DSL,No,No,No,Month-to-month,Mailed check,25.8,25.8,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5799-JRCZO,FEMININO,0,No,Yes,63,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.5,1215.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1921-KYSAY,FEMININO,0,No,No,41,,DSL,No,Yes,No,One year,Electronic check,68.6,2877.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6198-RTPMF,FEMININO,0,Yes,No,17,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,92.6,1579.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2924-KHUVI,MASCULINO,0,Yes,No,56,,Fiber optic,Yes,No,Yes,One year,Electronic check,100.55,5514.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1925-GMVBW,FEMININO,0,No,No,5,,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.55,96.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7881-EVUAD,FEMININO,0,No,No,2,,DSL,Yes,No,No,Month-to-month,Electronic check,42.6,72.4,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6184-DYUOB,FEMININO,0,Yes,No,3,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.6,55.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9207-ZPANB,MASCULINO,0,No,No,37,,DSL,Yes,Yes,No,One year,Electronic check,67.45,2443.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5766-XQXMQ,FEMININO,0,No,No,29,,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),68.85,1970.5,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9327-QSDED,MASCULINO,0,No,No,8,,DSL,No,No,No,Month-to-month,Mailed check,43.55,335.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1656-DRSMG,FEMININO,0,No,No,63,,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),109.85,7002.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3012-VFFMN,FEMININO,0,Yes,Yes,7,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.65,158.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2984-AFWNC,FEMININO,0,No,No,3,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,95.4,293.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0640-YJTPY,MASCULINO,0,Yes,Yes,72,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),21.0,1493.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8096-LOIST,FEMININO,0,No,No,19,,DSL,No,No,No,Month-to-month,Electronic check,56.2,1093.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9764-REAFF,FEMININO,0,Yes,No,59,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),18.4,1057.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3703-VAVCL,MASCULINO,0,Yes,Yes,2,,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),90.0,190.05,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7107-UBYKY,FEMININO,0,Yes,Yes,35,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,25.75,882.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4881-GQJTW,MASCULINO,0,No,No,14,,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.6,300.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8519-QJGJD,FEMININO,0,No,No,14,,Fiber optic,No,No,No,Month-to-month,Electronic check,75.35,1025.95,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7876-DNYAP,FEMININO,0,Yes,Yes,69,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.8,1436.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7905-NJMXS,MASCULINO,1,Yes,No,7,,DSL,Yes,Yes,No,Month-to-month,Electronic check,64.2,475.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2882-WDTBA,MASCULINO,0,Yes,Yes,69,,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),75.75,5388.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2091-GPPIQ,FEMININO,0,Yes,Yes,72,,DSL,No,Yes,Yes,Two year,Electronic check,78.95,5730.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6326-MTTXK,MASCULINO,0,No,No,8,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,100.85,819.55,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5071-FBJFS,FEMININO,0,Yes,Yes,4,,DSL,Yes,No,No,Month-to-month,Electronic check,50.3,217.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2796-UUZZO,MASCULINO,0,Yes,Yes,63,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),80.3,4896.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2429-AYKKO,MASCULINO,0,No,No,72,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.85,1434.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9798-OPFEM,FEMININO,0,No,No,46,,No,No internet service,No internet service,No internet service,Two year,Electronic check,21.1,937.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0330-IVZHA,FEMININO,0,Yes,No,5,,Fiber optic,No,No,No,Month-to-month,Electronic check,69.95,330.15,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3794-NFNCH,MASCULINO,0,Yes,No,30,,DSL,No,No,No,Month-to-month,Mailed check,50.0,1474.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5193-QLVZB,MASCULINO,0,No,No,63,,Fiber optic,No,No,Yes,Two year,Bank transfer (automatic),104.75,6536.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7114-AEOZE,FEMININO,0,No,No,60,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.85,1128.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2886-KEFUM,FEMININO,0,Yes,No,63,,Fiber optic,No,No,Yes,One year,Electronic check,107.5,6873.75,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5522-NYKPB,MASCULINO,0,Yes,Yes,25,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,85.9,2199.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4237-RLAQD,MASCULINO,0,No,No,1,,DSL,No,No,No,Month-to-month,Mailed check,45.85,45.85,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9957-YODKZ,MASCULINO,1,Yes,No,6,,Fiber optic,No,No,No,Month-to-month,Electronic check,80.8,457.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6518-KZXCB,MASCULINO,0,No,No,22,,No,No internet service,No internet service,No internet service,Two year,Mailed check,25.25,566.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2245-ADZFJ,FEMININO,0,Yes,Yes,31,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),80.55,2471.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7776-QGYJC,FEMININO,0,Yes,Yes,39,,Fiber optic,No,Yes,No,Month-to-month,Bank transfer (automatic),81.5,3107.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9313-QOLTZ,MASCULINO,0,No,No,26,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.9,518.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9651-GTSAQ,FEMININO,0,Yes,No,53,,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),106.1,5769.75,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3186-BAXNB,FEMININO,0,No,No,1,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,91.7,91.7,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4672-FOTSD,MASCULINO,0,No,No,12,,DSL,Yes,Yes,No,Month-to-month,Electronic check,67.25,832.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0637-YLETY,FEMININO,0,No,No,16,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),95.6,1555.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9818-XQCUV,FEMININO,0,No,No,2,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,45.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7338-ERIVA,MASCULINO,0,No,Yes,39,,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),45.05,1790.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1157-BQCUW,MASCULINO,0,No,No,1,,Fiber optic,No,No,No,Month-to-month,Electronic check,74.95,74.95,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8259-NFJTV,FEMININO,0,Yes,Yes,7,,DSL,Yes,Yes,No,Month-to-month,Mailed check,34.65,246.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3223-DWFIO,MASCULINO,1,No,No,4,,Fiber optic,No,No,No,Month-to-month,Electronic check,69.35,261.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2660-EMUBI,MASCULINO,1,No,No,10,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,95.35,898.35,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6968-GMKPR,FEMININO,0,No,No,55,,Fiber optic,No,No,No,Month-to-month,Electronic check,81.55,4509.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4751-ERMAN,MASCULINO,0,Yes,Yes,72,,DSL,No,No,Yes,Two year,Bank transfer (automatic),75.4,5480.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1436-ZMJAN,FEMININO,0,Yes,No,10,,DSL,No,No,Yes,Month-to-month,Credit card (automatic),67.8,653.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3292-PBZEJ,MASCULINO,1,No,No,11,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,111.4,1183.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0799-DDIHE,FEMININO,0,Yes,Yes,15,,DSL,No,No,No,Month-to-month,Electronic check,46.3,639.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3070-FNFZQ,FEMININO,0,Yes,Yes,23,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.4,478.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2812-SFXMJ,MASCULINO,0,No,Yes,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.05,20.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7675-OZCZG,FEMININO,1,No,No,3,,DSL,No,No,No,Month-to-month,Electronic check,45.0,127.1,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5014-WUQMG,MASCULINO,0,Yes,Yes,47,,Fiber optic,Yes,No,No,One year,Electronic check,96.1,4391.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5312-TSZVC,FEMININO,0,No,Yes,15,,No,No internet service,No internet service,No internet service,One year,Mailed check,19.65,270.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2003-CKLOR,MASCULINO,0,No,No,66,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,99.5,6710.5,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
